service_id,date,exception_type
000012,20220417,1
000012,20220418,1
000012,20220419,1
000012,20220420,1
000012,20220421,1
000012,20220422,1
000012,20220423,1
000012,20220424,1
000012,20220425,1
000012,20220426,1
000012,20220427,1
000012,20220428,1
000012,20220429,1
000012,20220430,1
000012,20220501,1
000012,20220502,1
000012,20220503,1
000012,20220504,1
000012,20220505,1
000012,20220506,1
000012,20220507,1
000012,20220508,1
000012,20220509,1
000012,20220510,1
000012,20220511,1
000012,20220512,1
000012,20220513,1
000012,20220514,1
000012,20220515,1
000012,20220516,1
000012,20220517,1
000012,20220518,1
000012,20220519,1
000012,20220520,1
000012,20220521,1
000012,20220522,1
000012,20220523,1
000012,20220524,1
000012,20220525,1
000012,20220526,1
000012,20220527,1
000012,20220528,1
000012,20220529,1
000012,20220530,1
000012,20220531,1
000012,20220601,1
000012,20220602,1
000012,20220603,1
000012,20220604,1
000012,20220605,1
000012,20220606,1
000012,20220607,1
000012,20220608,1
000012,20220609,1
000013,20220310,1
000013,20220314,1
000013,20220315,1
000013,20220316,1
000013,20220317,1
000013,20220321,1
000013,20220322,1
000013,20220323,1
000013,20220324,1
000013,20220328,1
000013,20220329,1
000013,20220330,1
000013,20220331,1
000013,20220404,1
000013,20220405,1
000013,20220406,1
000013,20220407,1
000013,20220411,1
000013,20220412,1
000013,20220413,1
000013,20220414,1
000013,20220419,1
000013,20220420,1
000013,20220421,1
000013,20220425,1
000013,20220426,1
000013,20220427,1
000013,20220428,1
000013,20220502,1
000013,20220503,1
000013,20220504,1
000013,20220505,1
000013,20220509,1
000013,20220510,1
000013,20220511,1
000013,20220512,1
000013,20220516,1
000013,20220517,1
000013,20220518,1
000013,20220519,1
000013,20220523,1
000013,20220524,1
000013,20220526,1
000013,20220527,1
000013,20220530,1
000013,20220531,1
000013,20220601,1
000013,20220602,1
000013,20220607,1
000013,20220608,1
000013,20220609,1
000014,20220312,1
000014,20220319,1
000014,20220326,1
000014,20220402,1
000014,20220409,1
000014,20220416,1
000014,20220423,1
000014,20220430,1
000014,20220507,1
000014,20220514,1
000014,20220521,1
000014,20220528,1
000014,20220604,1
000015,20220310,1
000015,20220311,1
000015,20220314,1
000015,20220315,1
000015,20220316,1
000015,20220317,1
000015,20220318,1
000015,20220321,1
000015,20220322,1
000015,20220323,1
000015,20220324,1
000015,20220325,1
000015,20220328,1
000015,20220329,1
000015,20220330,1
000015,20220331,1
000015,20220401,1
000015,20220404,1
000015,20220405,1
000015,20220406,1
000015,20220407,1
000015,20220408,1
000015,20220411,1
000015,20220412,1
000015,20220413,1
000015,20220414,1
000015,20220415,1
000015,20220419,1
000015,20220420,1
000015,20220421,1
000015,20220422,1
000015,20220425,1
000015,20220426,1
000015,20220427,1
000015,20220428,1
000015,20220429,1
000015,20220502,1
000015,20220503,1
000015,20220504,1
000015,20220505,1
000015,20220506,1
000015,20220509,1
000015,20220510,1
000015,20220511,1
000015,20220512,1
000015,20220513,1
000015,20220516,1
000015,20220517,1
000015,20220518,1
000015,20220519,1
000015,20220520,1
000015,20220523,1
000015,20220524,1
000015,20220525,1
000015,20220527,1
000015,20220530,1
000015,20220531,1
000015,20220601,1
000015,20220602,1
000015,20220603,1
000015,20220607,1
000015,20220608,1
000015,20220609,1
000016,20220311,1
000016,20220318,1
000016,20220325,1
000016,20220401,1
000016,20220408,1
000016,20220415,1
000016,20220422,1
000016,20220429,1
000016,20220506,1
000016,20220513,1
000016,20220520,1
000016,20220525,1
000016,20220603,1
000017,20220310,1
000017,20220311,1
000017,20220314,1
000017,20220315,1
000017,20220316,1
000017,20220317,1
000017,20220318,1
000017,20220321,1
000017,20220322,1
000017,20220323,1
000017,20220324,1
000017,20220325,1
000017,20220328,1
000017,20220329,1
000017,20220330,1
000017,20220331,1
000017,20220401,1
000017,20220404,1
000017,20220405,1
000017,20220406,1
000017,20220407,1
000017,20220408,1
000017,20220411,1
000017,20220412,1
000017,20220413,1
000017,20220414,1
000017,20220415,1
000017,20220419,1
000017,20220420,1
000017,20220421,1
000017,20220422,1
000017,20220425,1
000017,20220426,1
000017,20220427,1
000017,20220428,1
000017,20220429,1
000017,20220502,1
000017,20220503,1
000017,20220504,1
000017,20220505,1
000017,20220506,1
000017,20220509,1
000017,20220510,1
000017,20220511,1
000017,20220512,1
000017,20220513,1
000017,20220516,1
000017,20220517,1
000017,20220518,1
000017,20220519,1
000017,20220520,1
000017,20220523,1
000017,20220524,1
000017,20220525,1
000017,20220526,1
000017,20220527,1
000017,20220530,1
000017,20220531,1
000017,20220601,1
000017,20220602,1
000017,20220603,1
000017,20220607,1
000017,20220608,1
000017,20220609,1
000018,20220327,1
000018,20220403,1
000018,20220410,1
000018,20220417,1
000018,20220418,1
000018,20220424,1
000018,20220501,1
000018,20220508,1
000018,20220515,1
000018,20220522,1
000018,20220529,1
000018,20220605,1
000018,20220606,1
000019,20220313,1
000019,20220320,1
000020,20220312,1
000020,20220313,1
000020,20220319,1
000020,20220320,1
000020,20220326,1
000020,20220327,1
000020,20220402,1
000020,20220403,1
000020,20220409,1
000020,20220410,1
000020,20220416,1
000020,20220417,1
000020,20220418,1
000020,20220423,1
000020,20220424,1
000020,20220430,1
000020,20220501,1
000020,20220507,1
000020,20220508,1
000020,20220514,1
000020,20220515,1
000020,20220521,1
000020,20220522,1
000020,20220526,1
000020,20220527,1
000020,20220528,1
000020,20220529,1
000020,20220604,1
000020,20220605,1
000020,20220606,1
000021,20220310,1
000021,20220311,1
000021,20220312,1
000021,20220313,1
000021,20220314,1
000021,20220315,1
000021,20220316,1
000021,20220317,1
000021,20220318,1
000021,20220319,1
000021,20220320,1
000022,20220321,1
000022,20220322,1
000022,20220323,1
000022,20220324,1
000022,20220325,1
000022,20220326,1
000022,20220327,1
000022,20220328,1
000022,20220329,1
000022,20220330,1
000022,20220331,1
000022,20220401,1
000022,20220402,1
000022,20220403,1
000022,20220404,1
000022,20220405,1
000022,20220406,1
000022,20220407,1
000022,20220408,1
000022,20220409,1
000022,20220410,1
000022,20220411,1
000022,20220412,1
000022,20220413,1
000022,20220414,1
000022,20220415,1
000022,20220416,1
000022,20220417,1
000022,20220418,1
000022,20220419,1
000022,20220420,1
000022,20220421,1
000022,20220422,1
000022,20220423,1
000022,20220424,1
000022,20220425,1
000022,20220426,1
000022,20220427,1
000022,20220428,1
000022,20220429,1
000022,20220430,1
000022,20220501,1
000022,20220502,1
000022,20220503,1
000022,20220504,1
000022,20220505,1
000022,20220506,1
000022,20220507,1
000022,20220508,1
000022,20220509,1
000022,20220510,1
000022,20220511,1
000022,20220512,1
000022,20220513,1
000022,20220514,1
000022,20220515,1
000022,20220516,1
000022,20220517,1
000022,20220518,1
000022,20220519,1
000022,20220520,1
000022,20220521,1
000022,20220522,1
000022,20220523,1
000022,20220524,1
000022,20220525,1
000022,20220526,1
000022,20220527,1
000022,20220528,1
000022,20220529,1
000022,20220530,1
000022,20220531,1
000022,20220601,1
000022,20220602,1
000022,20220603,1
000022,20220604,1
000022,20220605,1
000022,20220606,1
000022,20220607,1
000022,20220608,1
000022,20220609,1
000023,20220310,1
000023,20220311,1
000023,20220312,1
000023,20220314,1
000023,20220315,1
000023,20220316,1
000023,20220317,1
000023,20220318,1
000023,20220319,1
000023,20220321,1
000023,20220322,1
000023,20220323,1
000023,20220324,1
000023,20220325,1
000023,20220326,1
000023,20220328,1
000023,20220329,1
000023,20220330,1
000023,20220331,1
000023,20220401,1
000023,20220402,1
000023,20220404,1
000023,20220405,1
000023,20220406,1
000023,20220407,1
000023,20220408,1
000023,20220409,1
000023,20220411,1
000023,20220412,1
000023,20220413,1
000023,20220414,1
000023,20220415,1
000023,20220416,1
000023,20220419,1
000023,20220420,1
000023,20220421,1
000023,20220422,1
000023,20220423,1
000023,20220425,1
000023,20220426,1
000023,20220427,1
000023,20220428,1
000023,20220429,1
000023,20220430,1
000023,20220502,1
000023,20220503,1
000023,20220504,1
000023,20220505,1
000023,20220506,1
000023,20220507,1
000023,20220509,1
000023,20220510,1
000023,20220511,1
000023,20220512,1
000023,20220513,1
000023,20220514,1
000023,20220516,1
000023,20220517,1
000023,20220518,1
000023,20220519,1
000023,20220520,1
000023,20220521,1
000023,20220523,1
000023,20220524,1
000023,20220525,1
000023,20220526,1
000023,20220527,1
000023,20220528,1
000023,20220530,1
000023,20220531,1
000023,20220601,1
000023,20220602,1
000023,20220603,1
000023,20220604,1
000023,20220607,1
000023,20220608,1
000023,20220609,1
000024,20220310,1
000024,20220312,1
000024,20220314,1
000024,20220315,1
000024,20220316,1
000024,20220317,1
000024,20220319,1
000024,20220321,1
000024,20220322,1
000024,20220323,1
000024,20220324,1
000024,20220326,1
000024,20220328,1
000024,20220329,1
000024,20220330,1
000024,20220331,1
000024,20220402,1
000024,20220404,1
000024,20220405,1
000024,20220406,1
000024,20220407,1
000024,20220409,1
000024,20220411,1
000024,20220412,1
000024,20220413,1
000024,20220414,1
000024,20220416,1
000024,20220419,1
000024,20220420,1
000024,20220421,1
000024,20220423,1
000024,20220425,1
000024,20220426,1
000024,20220427,1
000024,20220428,1
000024,20220430,1
000024,20220502,1
000024,20220503,1
000024,20220504,1
000024,20220505,1
000024,20220507,1
000024,20220509,1
000024,20220510,1
000024,20220511,1
000024,20220512,1
000024,20220514,1
000024,20220516,1
000024,20220517,1
000024,20220518,1
000024,20220519,1
000024,20220521,1
000024,20220523,1
000024,20220524,1
000024,20220526,1
000024,20220527,1
000024,20220528,1
000024,20220530,1
000024,20220531,1
000024,20220601,1
000024,20220602,1
000024,20220604,1
000024,20220607,1
000024,20220608,1
000024,20220609,1
000025,20220311,1
000025,20220313,1
000025,20220318,1
000025,20220320,1
000025,20220325,1
000025,20220327,1
000025,20220401,1
000025,20220403,1
000025,20220408,1
000025,20220410,1
000025,20220415,1
000025,20220417,1
000025,20220418,1
000025,20220422,1
000025,20220424,1
000025,20220429,1
000025,20220501,1
000025,20220506,1
000025,20220508,1
000025,20220513,1
000025,20220515,1
000025,20220520,1
000025,20220522,1
000025,20220525,1
000025,20220529,1
000025,20220603,1
000025,20220605,1
000025,20220606,1
000026,20220313,1
000026,20220320,1
000026,20220327,1
000026,20220403,1
000026,20220410,1
000026,20220417,1
000026,20220424,1
000026,20220501,1
000026,20220508,1
000026,20220515,1
000026,20220522,1
000026,20220529,1
000026,20220605,1
000026,20220606,1
000027,20220418,1
000028,20220603,1
000029,20220310,1
000029,20220311,1
000029,20220314,1
000029,20220315,1
000029,20220316,1
000029,20220317,1
000029,20220318,1
000029,20220321,1
000029,20220322,1
000029,20220323,1
000029,20220324,1
000029,20220325,1
000029,20220328,1
000029,20220329,1
000029,20220330,1
000029,20220331,1
000029,20220401,1
000029,20220404,1
000029,20220405,1
000029,20220406,1
000029,20220407,1
000029,20220408,1
000029,20220411,1
000029,20220412,1
000029,20220413,1
000029,20220414,1
000029,20220415,1
000029,20220419,1
000029,20220420,1
000029,20220421,1
000029,20220422,1
000029,20220425,1
000029,20220426,1
000029,20220427,1
000029,20220428,1
000029,20220429,1
000029,20220502,1
000029,20220503,1
000029,20220504,1
000029,20220505,1
000029,20220506,1
000029,20220509,1
000029,20220510,1
000029,20220511,1
000029,20220512,1
000029,20220513,1
000029,20220516,1
000029,20220517,1
000029,20220518,1
000029,20220519,1
000029,20220520,1
000029,20220523,1
000029,20220524,1
000029,20220525,1
000029,20220530,1
000029,20220531,1
000029,20220601,1
000029,20220602,1
000029,20220607,1
000029,20220608,1
000029,20220609,1
000030,20220310,1
000030,20220311,1
000030,20220313,1
000030,20220314,1
000030,20220315,1
000030,20220316,1
000030,20220317,1
000030,20220318,1
000030,20220320,1
000030,20220321,1
000030,20220322,1
000030,20220323,1
000030,20220324,1
000030,20220325,1
000030,20220327,1
000030,20220328,1
000030,20220329,1
000030,20220330,1
000030,20220331,1
000030,20220401,1
000030,20220403,1
000030,20220404,1
000030,20220405,1
000030,20220406,1
000030,20220407,1
000030,20220408,1
000030,20220410,1
000030,20220411,1
000030,20220412,1
000030,20220413,1
000030,20220414,1
000030,20220415,1
000030,20220417,1
000030,20220418,1
000030,20220419,1
000030,20220420,1
000030,20220421,1
000030,20220422,1
000030,20220424,1
000030,20220425,1
000030,20220426,1
000030,20220427,1
000030,20220428,1
000030,20220429,1
000030,20220501,1
000030,20220502,1
000030,20220503,1
000030,20220504,1
000030,20220505,1
000030,20220506,1
000030,20220508,1
000030,20220509,1
000030,20220510,1
000030,20220511,1
000030,20220512,1
000030,20220513,1
000030,20220515,1
000030,20220516,1
000030,20220517,1
000030,20220518,1
000030,20220519,1
000030,20220520,1
000030,20220522,1
000030,20220523,1
000030,20220524,1
000030,20220525,1
000030,20220529,1
000030,20220530,1
000030,20220531,1
000030,20220601,1
000030,20220602,1
000030,20220603,1
000030,20220605,1
000030,20220606,1
000030,20220607,1
000030,20220608,1
000030,20220609,1
000031,20220310,1
000031,20220311,1
000031,20220315,1
000031,20220316,1
000031,20220317,1
000031,20220318,1
000032,20220314,1
000033,20220321,1
000033,20220322,1
000033,20220323,1
000033,20220324,1
000033,20220325,1
000034,20220310,1
000034,20220311,1
000034,20220314,1
000034,20220315,1
000034,20220316,1
000034,20220317,1
000034,20220318,1
000035,20220322,1
000035,20220323,1
000035,20220324,1
000035,20220325,1
000035,20220329,1
000035,20220330,1
000035,20220331,1
000035,20220401,1
000036,20220321,1
000036,20220328,1
000036,20220404,1
000036,20220405,1
000036,20220406,1
000036,20220407,1
000036,20220408,1
000036,20220411,1
000036,20220412,1
000036,20220413,1
000036,20220414,1
000036,20220415,1
000036,20220419,1
000036,20220420,1
000036,20220421,1
000036,20220422,1
000036,20220425,1
000036,20220426,1
000036,20220427,1
000036,20220428,1
000036,20220429,1
000036,20220502,1
000036,20220503,1
000036,20220504,1
000036,20220505,1
000036,20220506,1
000036,20220509,1
000036,20220510,1
000036,20220511,1
000036,20220512,1
000036,20220513,1
000036,20220516,1
000036,20220517,1
000036,20220518,1
000036,20220519,1
000036,20220520,1
000036,20220523,1
000036,20220524,1
000036,20220525,1
000036,20220530,1
000036,20220531,1
000036,20220601,1
000036,20220602,1
000036,20220603,1
000036,20220607,1
000036,20220608,1
000036,20220609,1
000037,20220321,1
000037,20220322,1
000037,20220323,1
000037,20220324,1
000037,20220325,1
000037,20220328,1
000037,20220329,1
000037,20220330,1
000037,20220331,1
000037,20220401,1
000037,20220404,1
000037,20220405,1
000037,20220406,1
000037,20220407,1
000037,20220408,1
000037,20220411,1
000037,20220412,1
000037,20220413,1
000037,20220414,1
000037,20220415,1
000037,20220419,1
000037,20220420,1
000037,20220421,1
000037,20220422,1
000037,20220425,1
000037,20220426,1
000037,20220427,1
000037,20220428,1
000037,20220429,1
000037,20220502,1
000037,20220503,1
000037,20220504,1
000037,20220505,1
000037,20220506,1
000037,20220509,1
000037,20220510,1
000037,20220511,1
000037,20220512,1
000037,20220513,1
000037,20220516,1
000037,20220517,1
000037,20220518,1
000037,20220519,1
000037,20220520,1
000037,20220523,1
000037,20220524,1
000037,20220525,1
000037,20220530,1
000037,20220531,1
000037,20220601,1
000037,20220602,1
000037,20220603,1
000037,20220607,1
000037,20220608,1
000037,20220609,1
000038,20220310,1
000038,20220311,1
000038,20220314,1
000038,20220315,1
000038,20220316,1
000038,20220317,1
000038,20220318,1
000038,20220321,1
000038,20220322,1
000038,20220323,1
000038,20220324,1
000038,20220325,1
000039,20220328,1
000039,20220329,1
000039,20220330,1
000039,20220331,1
000039,20220401,1
000039,20220404,1
000039,20220405,1
000039,20220406,1
000039,20220407,1
000039,20220408,1
000039,20220411,1
000039,20220412,1
000039,20220413,1
000039,20220414,1
000039,20220415,1
000039,20220419,1
000039,20220420,1
000039,20220421,1
000039,20220422,1
000039,20220425,1
000039,20220426,1
000039,20220427,1
000039,20220428,1
000039,20220429,1
000039,20220502,1
000039,20220503,1
000039,20220504,1
000039,20220505,1
000039,20220506,1
000039,20220509,1
000039,20220510,1
000039,20220511,1
000039,20220512,1
000039,20220513,1
000039,20220516,1
000039,20220517,1
000039,20220518,1
000039,20220519,1
000039,20220520,1
000039,20220523,1
000039,20220524,1
000039,20220525,1
000039,20220530,1
000039,20220531,1
000039,20220601,1
000039,20220602,1
000039,20220603,1
000039,20220607,1
000039,20220608,1
000039,20220609,1
000040,20220313,1
000041,20220320,1
000041,20220515,1
000041,20220522,1
000042,20220403,1
000042,20220605,1
000042,20220606,1
000043,20220327,1
000043,20220410,1
000043,20220417,1
000043,20220418,1
000043,20220424,1
000043,20220501,1
000043,20220508,1
000044,20220312,1
000045,20220319,1
000046,20220326,1
000046,20220409,1
000046,20220416,1
000046,20220423,1
000046,20220430,1
000046,20220507,1
000047,20220514,1
000047,20220521,1
000048,20220328,1
000048,20220329,1
000048,20220330,1
000048,20220331,1
000048,20220401,1
000048,20220404,1
000048,20220405,1
000048,20220406,1
000048,20220407,1
000048,20220408,1
000048,20220409,1
000048,20220411,1
000048,20220412,1
000048,20220413,1
000048,20220414,1
000048,20220415,1
000048,20220416,1
000048,20220419,1
000048,20220420,1
000048,20220421,1
000048,20220422,1
000048,20220423,1
000048,20220425,1
000048,20220426,1
000048,20220427,1
000048,20220428,1
000048,20220429,1
000048,20220430,1
000048,20220502,1
000048,20220503,1
000048,20220504,1
000048,20220505,1
000048,20220506,1
000048,20220507,1
000048,20220509,1
000048,20220510,1
000048,20220511,1
000048,20220512,1
000048,20220513,1
000048,20220516,1
000048,20220517,1
000048,20220518,1
000048,20220519,1
000048,20220520,1
000048,20220523,1
000048,20220524,1
000048,20220525,1
000048,20220530,1
000048,20220531,1
000048,20220601,1
000048,20220602,1
000048,20220603,1
000048,20220607,1
000048,20220608,1
000048,20220609,1
000049,20220326,1
000050,20220402,1
000050,20220604,1
000051,20220314,1
000051,20220315,1
000051,20220316,1
000051,20220317,1
000052,20220310,1
000052,20220311,1
000052,20220318,1
000053,20220314,1
000053,20220315,1
000053,20220316,1
000053,20220317,1
000053,20220318,1
000054,20220310,1
000054,20220311,1
000055,20220312,1
000055,20220326,1
000056,20220409,1
000056,20220416,1
000056,20220423,1
000056,20220430,1
000056,20220507,1
000057,20220312,1
000057,20220313,1
000057,20220320,1
000057,20220326,1
000057,20220327,1
000058,20220402,1
000058,20220403,1
000058,20220514,1
000058,20220521,1
000058,20220604,1
000058,20220605,1
000059,20220522,1
000060,20220409,1
000060,20220410,1
000060,20220416,1
000060,20220417,1
000060,20220423,1
000060,20220424,1
000060,20220430,1
000060,20220501,1
000060,20220507,1
000060,20220508,1
000060,20220515,1
000061,20220321,1
000061,20220322,1
000061,20220323,1
000061,20220324,1
000062,20220325,1
000063,20220326,1
000063,20220327,1
000063,20220409,1
000063,20220410,1
000063,20220416,1
000063,20220417,1
000063,20220418,1
000063,20220423,1
000063,20220424,1
000063,20220430,1
000063,20220501,1
000063,20220507,1
000063,20220508,1
000063,20220515,1
000063,20220522,1
000063,20220606,1
000064,20220403,1
000064,20220605,1
000065,20220310,1
000065,20220314,1
000065,20220315,1
000065,20220316,1
000065,20220317,1
000066,20220404,1
000066,20220405,1
000066,20220406,1
000066,20220407,1
000066,20220408,1
000066,20220411,1
000066,20220412,1
000066,20220413,1
000066,20220414,1
000066,20220415,1
000066,20220419,1
000066,20220420,1
000066,20220421,1
000066,20220422,1
000066,20220425,1
000066,20220426,1
000066,20220427,1
000066,20220428,1
000066,20220429,1
000066,20220502,1
000066,20220503,1
000066,20220504,1
000066,20220505,1
000066,20220506,1
000066,20220509,1
000066,20220510,1
000066,20220511,1
000066,20220512,1
000066,20220513,1
000066,20220516,1
000066,20220517,1
000066,20220518,1
000066,20220519,1
000066,20220520,1
000066,20220523,1
000066,20220524,1
000066,20220525,1
000066,20220530,1
000066,20220531,1
000066,20220601,1
000066,20220602,1
000066,20220603,1
000066,20220607,1
000066,20220608,1
000066,20220609,1
000067,20220312,1
000067,20220326,1
000067,20220409,1
000067,20220416,1
000067,20220423,1
000067,20220430,1
000067,20220507,1
000068,20220312,1
000068,20220313,1
000069,20220326,1
000069,20220327,1
000069,20220409,1
000069,20220410,1
000069,20220416,1
000069,20220417,1
000069,20220418,1
000069,20220423,1
000069,20220424,1
000069,20220430,1
000069,20220501,1
000069,20220507,1
000069,20220508,1
000070,20220319,1
000070,20220514,1
000070,20220521,1
000071,20220312,1
000071,20220313,1
000071,20220326,1
000071,20220327,1
000072,20220409,1
000072,20220410,1
000072,20220416,1
000072,20220417,1
000072,20220418,1
000072,20220423,1
000072,20220424,1
000072,20220430,1
000072,20220501,1
000072,20220507,1
000072,20220508,1
000073,20220320,1
000074,20220515,1
000074,20220522,1
000075,20220402,1
000075,20220403,1
000075,20220604,1
000075,20220605,1
000075,20220606,1
000076,20220326,1
000076,20220327,1
000077,20220312,1
000077,20220313,1
000077,20220320,1
000078,20220402,1
000078,20220403,1
000078,20220604,1
000078,20220605,1
000079,20220402,1
000079,20220514,1
000079,20220521,1
000079,20220604,1
000080,20220409,1
000080,20220410,1
000080,20220416,1
000080,20220417,1
000080,20220418,1
000080,20220423,1
000080,20220424,1
000080,20220430,1
000080,20220501,1
000080,20220507,1
000080,20220508,1
000080,20220515,1
000080,20220522,1
000080,20220606,1
000081,20220313,1
000081,20220327,1
000082,20220312,1
000082,20220313,1
000082,20220320,1
000082,20220326,1
000082,20220327,1
000082,20220409,1
000082,20220410,1
000082,20220416,1
000082,20220417,1
000082,20220418,1
000082,20220423,1
000082,20220424,1
000082,20220430,1
000082,20220501,1
000082,20220507,1
000082,20220508,1
000082,20220515,1
000082,20220522,1
000082,20220606,1
000083,20220515,1
000083,20220606,1
000084,20220409,1
000084,20220410,1
000084,20220416,1
000084,20220417,1
000084,20220418,1
000084,20220423,1
000084,20220424,1
000084,20220430,1
000084,20220501,1
000084,20220507,1
000084,20220508,1
000084,20220522,1
000085,20220402,1
000086,20220402,1
000086,20220403,1
000086,20220514,1
000086,20220515,1
000086,20220521,1
000086,20220522,1
000086,20220604,1
000086,20220605,1
000086,20220606,1
000087,20220319,1
000087,20220320,1
000088,20220411,1
000088,20220412,1
000088,20220413,1
000088,20220414,1
000088,20220509,1
000088,20220510,1
000088,20220511,1
000088,20220512,1
000088,20220607,1
000088,20220608,1
000088,20220609,1
000089,20220321,1
000089,20220322,1
000089,20220323,1
